,index
3988,1420
4366,1421
5014,1422
4979,1423
4734,1424
4343,1425
4878,1426
4816,1427
4874,1428
5308,1429
4677,1430
5254,1431
5152,1432
5049,1433
4558,1434
4386,1435
4887,1436
4728,1437
5349,1438
4974,1439
5283,1440
5151,1441
5313,1442
4642,1443
5378,1444
4876,1445
5225,1446
5072,1447
5026,1448
5377,1449
5015,1450
5025,1451
4994,1452
5418,1453
5445,1454
4992,1455
5444,1456
5380,1457
5459,1458
5013,1459
5464,1460
4973,1461
5481,1462
5108,1463
5500,1464
5541,1465
5171,1466
5463,1467
5400,1468
5135,1469
5299,1470
5267,1471
5220,1472
5507,1473
5218,1474
5505,1475
5064,1476
5266,1477
5650,1478
5329,1479
2594,1480
4388,1481
5630,1482
5502,1483
5528,1484
4903,1485
5388,1486
5617,1487
5620,1488
5419,1489
5294,1490
5219,1491
5128,1492
5065,1493
5618,1494
5673,1495
5791,1496
5810,1497
5296,1498
5881,1499
5291,1500
3742,1501
5971,1502
5944,1503
5952,1504
5816,1505
5989,1506
5812,1507
5945,1508
5679,1509
5991,1510
5902,1511
5956,1512
5872,1513
6016,1514
5066,1515
6059,1516
5693,1517
5577,1518
6218,1519
5954,1520
6188,1521
5970,1522
5878,1523
5669,1524
6156,1525
5621,1526
6333,1527
5785,1528
5449,1529
5574,1530
6365,1531
6297,1532
6157,1533
5110,1534
5995,1535
6305,1536
5608,1537
6003,1538
6440,1539
5992,1540
6378,1541
6281,1542
5265,1543
5943,1544
6377,1545
5903,1546
6323,1547
6373,1548
6287,1549
6503,1550
6283,1551
6539,1552
6537,1553
6550,1554
6155,1555
5957,1556
6565,1557
6385,1558
6534,1559
4255,1560
6058,1561
6708,1562
6552,1563
6564,1564
6595,1565
6541,1566
6659,1567
6662,1568
6709,1569
6787,1570
6620,1571
6350,1572
6754,1573
6296,1574
6807,1575
6893,1576
6383,1577
6857,1578
6874,1579
6873,1580
6711,1581
6753,1582
6879,1583
6934,1584
6942,1585
6867,1586
6331,1587
6944,1588
6863,1589
6796,1590
6936,1591
6586,1592
7004,1593
6979,1594
6947,1595
6953,1596
7143,1597
6593,1598
6367,1599
7149,1600
6870,1601
7153,1602
6773,1603
7151,1604
7137,1605
7147,1606
6993,1607
7247,1608
7046,1609
7173,1610
7162,1611
7254,1612
7022,1613
7090,1614
7265,1615
6294,1616
7156,1617
7323,1618
7317,1619
6548,1620
7347,1621
7263,1622
7361,1623
6764,1624
6242,1625
7318,1626
7373,1627
7367,1628
7371,1629
6755,1630
7293,1631
7438,1632
7150,1633
7154,1634
6958,1635
6888,1636
7325,1637
7454,1638
8228,1639
7458,1640
8361,1641
7163,1642
7160,1643
8368,1644
6957,1645
8464,1646
8528,1647
8623,1648
8636,1649
8622,1650
7439,1651
8529,1652
8640,1653
7482,1654
6535,1655
6502,1656
8360,1657
8370,1658
8366,1659
8014,1660
8665,1661
8644,1662
8783,1663
8641,1664
8798,1665
8638,1666
8533,1667
8784,1668
7346,1669
7387,1670
6793,1671
7569,1672
5690,1673
8810,1674
8865,1675
7324,1676
7451,1677
7445,1678
8910,1679
8961,1680
8950,1681
8874,1682
8969,1683
8781,1684
8949,1685
27706,1686
8376,1687
8965,1688
8972,1689
30707,1690
30810,1691
8958,1692
8977,1693
30812,1694
8984,1695
30816,1696
30825,1697
27808,1698
8981,1699
8985,1700
8917,1701
8983,1702
6618,1703
7444,1704
8371,1705
31221,1706
30822,1707
8807,1708
8373,1709
8970,1710
8957,1711
7099,1712
5782,1713
31433,1714
8907,1715
27801,1716
31696,1717
8873,1718
32031,1719
27846,1720
8861,1721
6482,1722
31685,1723
32587,1724
7360,1725
8914,1726
30749,1727
31878,1728
33004,1729
27815,1730
33162,1731
33493,1732
32029,1733
33166,1734
27773,1735
31410,1736
33679,1737
33794,1738
34048,1739
34150,1740
33660,1741
31658,1742
34162,1743
30793,1744
34319,1745
33836,1746
34338,1747
34072,1748
36519,1749
27831,1750
37729,1751
34405,1752
38038,1753
26776,1754
40278,1755
40815,1756
39292,1757
40819,1758
26662,1759
40583,1760
35836,1761
41569,1762
40826,1763
41566,1764
42723,1765
41997,1766
39183,1767
41285,1768
36529,1769
36517,1770
37727,1771
34437,1772
33615,1773
43928,1774
44191,1775
37733,1776
37741,1777
40629,1778
44665,1779
36401,1780
44195,1781
39446,1782
44199,1783
37830,1784
45186,1785
44972,1786
37386,1787
42738,1788
45499,1789
45447,1790
44761,1791
45950,1792
38061,1793
46530,1794
45722,1795
45517,1796
45501,1797
27904,1798
47044,1799
41571,1800
27660,1801
36708,1802
45728,1803
46578,1804
46970,1805
45668,1806
48516,1807
45720,1808
44022,1809
40732,1810
42011,1811
34520,1812
48783,1813
45880,1814
48780,1815
47610,1816
45431,1817
46965,1818
37384,1819
48877,1820
46723,1821
46976,1822
8947,1823
49274,1824
47518,1825
45672,1826
49272,1827
48385,1828
49278,1829
49530,1830
44974,1831
49651,1832
49649,1833
48304,1834
49286,1835
48774,1836
48082,1837
48394,1838
50068,1839
37380,1840
45081,1841
47200,1842
46335,1843
44840,1844
44555,1845
51540,1846
51662,1847
47629,1848
47099,1849
52287,1850
52281,1851
48738,1852
51255,1853
46972,1854
52722,1855
52604,1856
52458,1857
51412,1858
53000,1859
45666,1860
51086,1861
48043,1862
53125,1863
47997,1864
52328,1865
53464,1866
52973,1867
53121,1868
52975,1869
53953,1870
51077,1871
54001,1872
50794,1873
53993,1874
50872,1875
53996,1876
53972,1877
53322,1878
54272,1879
51935,1880
54286,1881
53894,1882
54259,1883
54004,1884
54503,1885
52245,1886
54997,1887
55232,1888
55118,1889
54190,1890
55269,1891
55290,1892
55765,1893
55276,1894
55820,1895
55247,1896
56152,1897
55768,1898
56171,1899
56174,1900
56367,1901
56757,1902
56775,1903
51084,1904
54999,1905
53519,1906
57368,1907
56145,1908
55442,1909
54995,1910
54881,1911
55363,1912
56782,1913
55282,1914
58025,1915
58295,1916
57669,1917
58293,1918
58047,1919
55830,1920
58998,1921
59315,1922
59258,1923
55052,1924
59615,1925
59784,1926
60040,1927
58156,1928
60069,1929
59022,1930
57640,1931
60072,1932
58559,1933
56251,1934
60126,1935
58803,1936
56949,1937
60397,1938
61024,1939
61132,1940
61323,1941
55721,1942
62434,1943
63131,1944
63113,1945
52435,1946
27611,1947
60756,1948
60074,1949
59725,1950
59900,1951
64957,1952
63082,1953
59387,1954
63876,1955
62849,1956
59369,1957
64614,1958
64839,1959
64969,1960
62374,1961
62999,1962
64716,1963
62155,1964
60684,1965
66097,1966
66934,1967
63992,1968
60950,1969
67087,1970
61250,1971
59501,1972
56941,1973
67734,1974
65261,1975
68319,1976
64983,1977
68135,1978
66203,1979
68358,1980
56587,1981
65088,1982
68791,1983
68954,1984
69122,1985
63859,1986
65230,1987
69526,1988
68793,1989
69844,1990
69784,1991
68554,1992
69481,1993
70286,1994
68157,1995
68237,1996
71057,1997
67255,1998
57504,1999
71535,2000
69951,2001
72998,2002
69406,2003
71745,2004
72011,2005
72737,2006
72641,2007
72226,2008
73017,2009
70293,2010
71264,2011
74458,2012
69757,2013
61240,2014
74789,2015
71464,2016
69644,2017
70183,2018
76077,2019
76251,2020
77561,2021
72378,2022
76093,2023
76175,2024
78105,2025
78499,2026
78772,2027
79132,2028
79702,2029
71530,2030
78209,2031
79293,2032
79592,2033
78469,2034
73321,2035
80463,2036
79057,2037
79695,2038
80219,2039
81834,2040
80489,2041
76293,2042
82459,2043
77455,2044
80549,2045
81591,2046
81229,2047
81845,2048
82461,2049
81562,2050
81932,2051
81847,2052
81564,2053
86911,2054
86833,2055
87232,2056
87430,2057
87520,2058
87306,2059
88125,2060
71899,2061
84772,2062
85414,2063
84944,2064
88744,2065
88140,2066
84392,2067
84152,2068
86332,2069
89470,2070
86190,2071
89492,2072
80906,2073
81537,2074
89864,2075
84954,2076
79091,2077
86882,2078
88163,2079
88405,2080
88129,2081
88810,2082
91658,2083
90746,2084
87222,2085
79139,2086
86880,2087
83134,2088
89774,2089
90866,2090
79134,2091
91077,2092
83349,2093
93326,2094
91542,2095
85510,2096
93510,2097
84374,2098
91630,2099
93840,2100
91500,2101
89745,2102
94777,2103
94864,2104
95510,2105
91529,2106
94959,2107
89904,2108
93363,2109
94677,2110
96821,2111
88785,2112
91485,2113
92535,2114
96610,2115
90405,2116
65514,2117
95441,2118
96079,2119
95167,2120
98809,2121
99114,2122
91535,2123
87869,2124
91094,2125
97913,2126
97225,2127
97304,2128
98961,2129
99007,2130
97921,2131
97752,2132
97306,2133
99112,2134
98243,2135
102125,2136
102445,2137
103249,2138
103042,2139
103228,2140
97938,2141
102481,2142
92259,2143
101864,2144
102903,2145
104241,2146
103335,2147
103341,2148
102123,2149
96737,2150
104841,2151
105504,2152
103141,2153
104879,2154
107348,2155
104211,2156
106782,2157
106487,2158
106916,2159
104913,2160
106100,2161
106072,2162
103772,2163
106696,2164
110102,2165
107406,2166
106920,2167
102407,2168
108932,2169
109374,2170
106918,2171
111759,2172
105844,2173
104374,2174
111743,2175
103253,2176
112138,2177
111362,2178
110553,2179
111113,2180
112623,2181
112175,2182
112852,2183
111364,2184
108190,2185
114180,2186
111360,2187
106489,2188
106002,2189
96588,2190
109487,2191
119141,2192
117590,2193
96829,2194
116823,2195
116797,2196
111659,2197
112556,2198
115617,2199
112183,2200
112290,2201
115569,2202
117176,2203
112552,2204
119145,2205
129354,2206
118696,2207
114662,2208
115149,2209
122892,2210
67923,2211
86644,2212
122882,2213
115713,2214
117529,2215
135887,2216
134368,2217
114935,2218
116897,2219
111781,2220
115210,2221
134393,2222
134853,2223
120466,2224
134130,2225
138036,2226
122900,2227
122886,2228
148626,2229
135133,2230
136020,2231
128360,2232
140110,2233
142488,2234
150548,2235
122904,2236
139644,2237
139385,2238
136864,2239
152081,2240
137857,2241
152077,2242
122920,2243
122924,2244
135569,2245
135536,2246
159093,2247
158238,2248
157296,2249
164179,2250
135143,2251
122922,2252
166528,2253
168250,2254
166461,2255
166643,2256
168252,2257
122918,2258
143355,2259
122926,2260
174055,2261
176371,2262
122916,2263
179819,2264
177765,2265
122912,2266
122906,2267
187593,2268
144714,2269
26958,2270
149380,2271
95067,2272
1870,2273
1652,2274
385,2275
77,2276
148238,2277
5532,2278
5553,2279
50356,2280
50354,2281
105801,2282
1490,2283
4672,2284
4615,2285
58876,2286
1613,2287
92760,2288
105835,2289
74668,2290
155820,2291
5397,2292
5548,2293
46967,2294
6379,2295
150993,2296
6319,2297
71466,2298
115111,2299
26409,2300
26693,2301
123947,2302
166203,2303
108928,2304
1924,2305
943,2306
4200,2307
3241,2308
89039,2309
5678,2310
121715,2311
5112,2312
6086,2313
2442,2314
49263,2315
168846,2316
3865,2317
43904,2318
99191,2319
170837,2320
193609,2321
122932,2322
106766,2323
150696,2324
4037,2325
102993,2326
205,2327
159415,2328
2806,2329
172637,2330
26792,2331
27776,2332
1286,2333
4552,2334
2725,2335
58315,2336
4350,2337
162968,2338
3182,2339
59336,2340
4595,2341
8933,2342
2131,2343
171695,2344
4465,2345
113394,2346
8987,2347
175431,2348
32666,2349
159403,2350
7581,2351
55245,2352
6279,2353
8158,2354
4802,2355
59549,2356
42732,2357
146210,2358
103384,2359
176601,2360
160271,2361
2261,2362
167746,2363
2889,2364
3181,2365
47937,2366
64114,2367
8011,2368
143410,2369
6918,2370
5515,2371
8604,2372
1498,2373
42734,2374
867,2375
160848,2376
3029,2377
8463,2378
4619,2379
6223,2380
153236,2381
93982,2382
100083,2383
70990,2384
106648,2385
26258,2386
7102,2387
38095,2388
6780,2389
79946,2390
27722,2391
110541,2392
3400,2393
114627,2394
187,2395
5584,2396
160644,2397
5590,2398
47978,2399
8446,2400
3609,2401
27772,2402
5628,2403
2757,2404
151763,2405
77667,2406
3502,2407
3327,2408
3786,2409
103449,2410
6140,2411
1024,2412
146682,2413
2239,2414
2178,2415
56336,2416
27788,2417
7058,2418
4218,2419
159976,2420
6721,2421
7891,2422
1647,2423
7986,2424
87298,2425
37477,2426
7646,2427
134214,2428
59306,2429
32743,2430
130842,2431
76060,2432
7297,2433
168026,2434
63826,2435
65802,2436
38886,2437
162590,2438
7141,2439
5675,2440
4080,2441
6938,2442
61262,2443
2681,2444
6125,2445
1684,2446
135534,2447
109853,2448
2561,2449
178613,2450
111617,2451
8191,2452
134019,2453
1334,2454
163134,2455
109941,2456
6731,2457
124404,2458
5307,2459
89030,2460
107565,2461
111443,2462
2204,2463
2550,2464
3587,2465
3177,2466
92954,2467
4300,2468
72407,2469
6375,2470
40962,2471
4030,2472
284,2473
5884,2474
51174,2475
5497,2476
2035,2477
5922,2478
3713,2479
27595,2480
142550,2481
149830,2482
7702,2483
30803,2484
5764,2485
77266,2486
55391,2487
7983,2488
3549,2489
27878,2490
449,2491
2453,2492
5771,2493
40148,2494
6624,2495
1414,2496
71341,2497
7937,2498
112749,2499
4349,2500
68932,2501
99636,2502
6577,2503
4577,2504
3914,2505
6812,2506
77201,2507
33725,2508
4372,2509
25795,2510
157110,2511
7727,2512
5588,2513
174909,2514
2132,2515
72171,2516
1624,2517
4449,2518
2586,2519
5033,2520
51314,2521
2372,2522
2344,2523
146024,2524
90528,2525
96518,2526
2112,2527
3511,2528
61352,2529
3664,2530
1043,2531
6515,2532
291,2533
6228,2534
135532,2535
7841,2536
8928,2537
4006,2538
34129,2539
3964,2540
173205,2541
4174,2542
6862,2543
59037,2544
130450,2545
4505,2546
1565,2547
45175,2548
7730,2549
97701,2550
137595,2551
95004,2552
26359,2553
97285,2554
103688,2555
2940,2556
175435,2557
26375,2558
85334,2559
69224,2560
2419,2561
120637,2562
1161,2563
79333,2564
